#;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;HOGARES AFILIADOS;HOGARES ABONADOS;MIEMBROS OBJETIVOS;TRANSFERENCIA
666;090206;HUANCAVELICA;ACOBAMBA;PAUCARA;1268;1260;2688;256599.01
667;090207;HUANCAVELICA;ACOBAMBA;POMACOCHA;274;275;517;55600
668;090208;HUANCAVELICA;ACOBAMBA;ROSARIO;696;702;1216;143800
669;090301;HUANCAVELICA;ANGARAES;LIRCAY;1955;1959;4283;410099.74
670;090302;HUANCAVELICA;ANGARAES;ANCHONGA;968;971;2236;189199.8
671;090303;HUANCAVELICA;ANGARAES;CALLANMARCA;67;69;130;13800
672;090304;HUANCAVELICA;ANGARAES;CCOCHACCASA;84;87;179;17000
673;090305;HUANCAVELICA;ANGARAES;CHINCHO;119;122;235;25500
674;090306;HUANCAVELICA;ANGARAES;CONGALLA;341;350;804;70199.54
675;090307;HUANCAVELICA;ANGARAES;HUANCA-HUANCA;166;165;396;34000
676;090308;HUANCAVELICA;ANGARAES;HUAYLLAY GRANDE;118;126;215;25200
677;090309;HUANCAVELICA;ANGARAES;JULCAMARCA;71;70;159;14000
678;090310;HUANCAVELICA;ANGARAES;SAN ANTONIO DE ANTAPARCO;92;92;181;18400
679;090311;HUANCAVELICA;ANGARAES;SANTO TOMAS DE PATA;157;156;356;31398.44
680;090312;HUANCAVELICA;ANGARAES;SECCLLA;332;333;727;67299.99
681;090401;HUANCAVELICA;CASTROVIRREYNA;CASTROVIRREYNA;306;304;719;61399.97
682;090402;HUANCAVELICA;CASTROVIRREYNA;ARMA;96;100;189;20400
683;090403;HUANCAVELICA;CASTROVIRREYNA;AURAHUA;167;174;423;34500
684;090404;HUANCAVELICA;CASTROVIRREYNA;CAPILLAS;128;129;281;25600
685;090405;HUANCAVELICA;CASTROVIRREYNA;CHUPAMARCA;89;88;213;17500
686;090406;HUANCAVELICA;CASTROVIRREYNA;COCAS;73;74;160;14900
687;090407;HUANCAVELICA;CASTROVIRREYNA;HUACHOS;128;129;295;25900
688;090408;HUANCAVELICA;CASTROVIRREYNA;HUAMATAMBO;37;35;94;7100
689;090409;HUANCAVELICA;CASTROVIRREYNA;MOLLEPAMPA;127;130;272;26500
690;090410;HUANCAVELICA;CASTROVIRREYNA;SAN JUAN;58;59;125;12200
691;090411;HUANCAVELICA;CASTROVIRREYNA;SANTA ANA;57;59;121;11900
692;090412;HUANCAVELICA;CASTROVIRREYNA;TANTARA;72;70;149;14300
693;090413;HUANCAVELICA;CASTROVIRREYNA;TICRAPO;81;81;158;16100
694;090501;HUANCAVELICA;CHURCAMPA;CHURCAMPA;540;525;1067;114199.51
695;090502;HUANCAVELICA;CHURCAMPA;ANCO;675;676;1444;137600
696;090503;HUANCAVELICA;CHURCAMPA;CHINCHIHUASI;270;270;639;54100
697;090504;HUANCAVELICA;CHURCAMPA;EL CARMEN;282;282;585;57100
698;090505;HUANCAVELICA;CHURCAMPA;LA MERCED;46;45;99;10100
699;090506;HUANCAVELICA;CHURCAMPA;LOCROJA;416;415;838;83000
700;090507;HUANCAVELICA;CHURCAMPA;PAUCARBAMBA;516;521;1129;108800
701;090508;HUANCAVELICA;CHURCAMPA;SAN MIGUEL DE MAYOCC;37;38;72;7500
702;090509;HUANCAVELICA;CHURCAMPA;SAN PEDRO DE CORIS;237;241;516;48500
703;090510;HUANCAVELICA;CHURCAMPA;PACHAMARCA;260;257;541;50900
704;090511;HUANCAVELICA;CHURCAMPA;COSME;342;341;824;69100
705;090601;HUANCAVELICA;HUAYTARA;HUAYTARA;82;77;158;15300
706;090602;HUANCAVELICA;HUAYTARA;AYAVI;56;58;113;11800
707;090603;HUANCAVELICA;HUAYTARA;CORDOVA;60;62;108;12600
708;090604;HUANCAVELICA;HUAYTARA;HUAYACUNDO ARMA;19;19;39;4000
709;090605;HUANCAVELICA;HUAYTARA;LARAMARCA;51;51;112;10600
710;090606;HUANCAVELICA;HUAYTARA;OCOYO;91;92;203;18500
711;090607;HUANCAVELICA;HUAYTARA;PILPICHACA;442;434;1130;86900
712;090608;HUANCAVELICA;HUAYTARA;QUERCO;71;75;152;14700
713;090609;HUANCAVELICA;HUAYTARA;QUITO헤RMA;72;76;152;14800
714;090610;HUANCAVELICA;HUAYTARA;SAN ANTONIO DE CUSICANCHA;148;150;349;30600
715;090611;HUANCAVELICA;HUAYTARA;SAN FRANCISCO DE SANGAYAICO;72;70;166;14700
716;090612;HUANCAVELICA;HUAYTARA;SAN ISIDRO;55;56;102;11000
717;090613;HUANCAVELICA;HUAYTARA;SANTIAGO DE CHOCORVOS;162;161;337;32400
718;090614;HUANCAVELICA;HUAYTARA;SANTIAGO DE QUIRAHUARA;35;34;76;6900
719;090615;HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;62;63;141;12900
720;090616;HUANCAVELICA;HUAYTARA;TAMBO;54;57;115;11300
721;090701;HUANCAVELICA;TAYACAJA;PAMPAS;685;686;1293;145900
722;090702;HUANCAVELICA;TAYACAJA;ACOSTAMBO;406;416;793;85100
723;090703;HUANCAVELICA;TAYACAJA;ACRAQUIA;461;469;768;95700
724;090704;HUANCAVELICA;TAYACAJA;AHUAYCHA;494;500;997;100800
725;090705;HUANCAVELICA;TAYACAJA;COLCABAMBA;1356;1359;2616;280299.99
726;090706;HUANCAVELICA;TAYACAJA;DANIEL HERNANDEZ;705;730;1381;143299.51
727;090707;HUANCAVELICA;TAYACAJA;HUACHOCOLPA;396;399;805;83200
728;090709;HUANCAVELICA;TAYACAJA;HUARIBAMBA;355;356;647;72899.89
729;090710;HUANCAVELICA;TAYACAJA;헤HUIMPUQUIO;147;146;270;29400
730;090711;HUANCAVELICA;TAYACAJA;PAZOS;610;612;1190;124500
731;090713;HUANCAVELICA;TAYACAJA;QUISHUAR;107;105;212;20800
732;090714;HUANCAVELICA;TAYACAJA;SALCABAMBA;490;494;1054;101500
733;090715;HUANCAVELICA;TAYACAJA;SALCAHUASI;311;322;649;63200
734;090716;HUANCAVELICA;TAYACAJA;SAN MARCOS DE ROCCHAC;199;202;364;41200
735;090717;HUANCAVELICA;TAYACAJA;SURCUBAMBA;623;622;1294;123900
736;090718;HUANCAVELICA;TAYACAJA;TINTAY PUNCU;375;367;741;73800
737;090719;HUANCAVELICA;TAYACAJA;QUICHUAS;414;402;942;82000
738;090720;HUANCAVELICA;TAYACAJA;ANDAYMARCA;278;262;637;53500
739;090721;HUANCAVELICA;TAYACAJA;ROBLE;178;170;359;34200
740;090722;HUANCAVELICA;TAYACAJA;PICHOS;198;198;430;41800
741;090723;HUANCAVELICA;TAYACAJA;SANTIAGO DE TUCUMA;184;183;415;38200
742;100103;HUANUCO;HUANUCO;CHINCHAO;1513;1450;2560;301999.99
743;100104;HUANUCO;HUANUCO;CHURUBAMBA;2236;2209;4181;447699.51
744;100105;HUANUCO;HUANUCO;MARGOS;593;595;1117;121400
745;100106;HUANUCO;HUANUCO;QUISQUI;455;454;910;93900
746;100107;HUANUCO;HUANUCO;SAN FRANCISCO DE CAYRAN;229;231;425;45500
747;100108;HUANUCO;HUANUCO;SAN PEDRO DE CHAULAN;394;390;887;81399.45
748;100109;HUANUCO;HUANUCO;SANTA MARIA DEL VALLE;2270;2214;4222;448599.47
749;100110;HUANUCO;HUANUCO;YARUMAYO;249;249;494;50700
750;100112;HUANUCO;HUANUCO;YACUS;266;270;560;53300
751;100113;HUANUCO;HUANUCO;SAN PABLO DE PILLAO;933;906;1710;189799.87
752;100201;HUANUCO;AMBO;AMBO;1420;1348;2764;279199.53
753;100202;HUANUCO;AMBO;CAYNA;298;292;570;61498.59
754;100203;HUANUCO;AMBO;COLPAS;198;198;432;40500
755;100204;HUANUCO;AMBO;CONCHAMARCA;520;517;910;108300
756;100205;HUANUCO;AMBO;HUACAR;777;767;1271;157200
757;100206;HUANUCO;AMBO;SAN FRANCISCO;211;212;410;42700
758;100207;HUANUCO;AMBO;SAN RAFAEL;1007;970;1905;198399.99
759;100208;HUANUCO;AMBO;TOMAY KICHWA;175;178;325;35500
760;100301;HUANUCO;DOS DE MAYO;LA UNION;301;302;594;59100
761;100307;HUANUCO;DOS DE MAYO;CHUQUIS;457;470;957;95600
762;100311;HUANUCO;DOS DE MAYO;MARIAS;734;717;1581;150100
763;100313;HUANUCO;DOS DE MAYO;PACHAS;575;577;1187;114800
764;100316;HUANUCO;DOS DE MAYO;QUIVILLA;78;79;176;15800
765;100317;HUANUCO;DOS DE MAYO;RIPAN;609;612;1254;124200
766;100321;HUANUCO;DOS DE MAYO;SHUNQUI;257;262;481;53300
767;100322;HUANUCO;DOS DE MAYO;SILLAPATA;265;262;533;53500
768;100323;HUANUCO;DOS DE MAYO;YANAS;298;287;573;58100
769;100401;HUANUCO;HUACAYBAMBA;HUACAYBAMBA;704;686;1633;143000
770;100402;HUANUCO;HUACAYBAMBA;CANCHABAMBA;434;430;987;88200
771;100403;HUANUCO;HUACAYBAMBA;COCHABAMBA;150;148;332;31900
772;100404;HUANUCO;HUACAYBAMBA;PINRA;917;925;1879;191100
773;100501;HUANUCO;HUAMALIES;LLATA;1427;1410;2823;303199.76
774;100502;HUANUCO;HUAMALIES;ARANCAY;209;211;441;42900
775;100503;HUANUCO;HUAMALIES;CHAVIN DE PARIARCA;516;519;1054;105498.86
776;100504;HUANUCO;HUAMALIES;JACAS GRANDE;804;804;1706;162499.88
777;100505;HUANUCO;HUAMALIES;JIRCAN;178;171;426;34500
778;100506;HUANUCO;HUAMALIES;MIRAFLORES;428;427;896;89000
779;100507;HUANUCO;HUAMALIES;MONZON;943;924;1805;182200
780;100508;HUANUCO;HUAMALIES;PUNCHAO;265;267;520;53400
781;100509;HUANUCO;HUAMALIES;PU헲S;590;595;1322;120699.51
782;100510;HUANUCO;HUAMALIES;SINGA;402;406;804;81500
783;100511;HUANUCO;HUAMALIES;TANTAMAYO;223;233;469;47500
784;100602;HUANUCO;LEONCIO PRADO;DANIEL ALOMIAS ROBLES;691;661;1273;137900
785;100603;HUANUCO;LEONCIO PRADO;HERMILIO VALDIZAN;469;460;836;95800
786;100604;HUANUCO;LEONCIO PRADO;JOSE CRESPO Y CASTILLO;1466;1287;2823;276200
787;100605;HUANUCO;LEONCIO PRADO;LUYANDO;384;379;725;74300
788;100606;HUANUCO;LEONCIO PRADO;MARIANO DAMASO BERAUN;1110;1079;1961;223199.51
789;100607;HUANUCO;LEONCIO PRADO;PUCAYACU;438;422;870;90700
790;100609;HUANUCO;LEONCIO PRADO;PUEBLO NUEVO;421;402;803;85500
791;100610;HUANUCO;LEONCIO PRADO;SANTO DOMINGO DE ANDA;254;250;479;52200
792;100701;HUANUCO;MARA헲N;HUACRACHUCO;1967;1922;4480;393299.99
793;100702;HUANUCO;MARA헲N;CHOLON;818;771;1566;159700
794;100703;HUANUCO;MARA헲N;SAN BUENAVENTURA;388;380;941;76600
795;100704;HUANUCO;MARA헲N;LA MORADA;373;361;698;82200
796;100705;HUANUCO;MARA헲N;SANTA ROSA DE ALTO JAYANANCA;285;268;587;64000
797;100801;HUANUCO;PACHITEA;PANAO;2302;2248;4673;472300
798;100802;HUANUCO;PACHITEA;CHAGLLA;1346;1300;2409;269200
799;100803;HUANUCO;PACHITEA;MOLINO;1531;1475;3028;302299.64
800;100804;HUANUCO;PACHITEA;UMARI;1759;1749;3264;359699.44
801;100901;HUANUCO;PUERTO INCA;PUERTO INCA;741;690;1646;166100
802;100902;HUANUCO;PUERTO INCA;CODO DEL POZUZO;305;294;656;58400
803;100903;HUANUCO;PUERTO INCA;HONORIA;242;241;529;48100
804;100904;HUANUCO;PUERTO INCA;TOURNAVISTA;222;210;497;46500
805;100905;HUANUCO;PUERTO INCA;YUYAPICHIS;219;212;489;43600
806;101001;HUANUCO;LAURICOCHA;JESUS;469;467;936;93800
807;101002;HUANUCO;LAURICOCHA;BA헲S;182;180;387;35700
808;101003;HUANUCO;LAURICOCHA;JIVIA;93;96;203;19200
809;101004;HUANUCO;LAURICOCHA;QUEROPALCA;39;39;84;7800
810;101005;HUANUCO;LAURICOCHA;RONDOS;601;610;1235;125699.7
811;101006;HUANUCO;LAURICOCHA;SAN FRANCISCO DE ASIS;157;161;321;32400
812;101007;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;554;558;1272;114699.62
813;101101;HUANUCO;YAROWILCA;CHAVINILLO;701;691;1588;138199.94
814;101102;HUANUCO;YAROWILCA;CAHUAC;122;126;247;25100
815;101103;HUANUCO;YAROWILCA;CHACABAMBA;142;149;328;30800
816;101104;HUANUCO;YAROWILCA;APARICIO POMARES;736;744;1479;152300
817;101105;HUANUCO;YAROWILCA;JACAS CHICO;108;104;223;21000
818;101106;HUANUCO;YAROWILCA;OBAS;562;564;1016;114600
819;101107;HUANUCO;YAROWILCA;PAMPAMARCA;163;161;353;33500
820;101108;HUANUCO;YAROWILCA;CHORAS;312;309;619;63400
821;120104;JUNIN;HUANCAYO;CARHUACALLANGA;1;1;2;100
822;120105;JUNIN;HUANCAYO;CHACAPAMPA;65;64;132;12700
823;120106;JUNIN;HUANCAYO;CHICCHE;25;26;53;5100
824;120108;JUNIN;HUANCAYO;CHONGOS ALTO;71;73;144;14800
825;120112;JUNIN;HUANCAYO;COLCA;81;81;169;16300
826;120113;JUNIN;HUANCAYO;CULLHUAS;120;117;221;24800
827;120116;JUNIN;HUANCAYO;HUACRAPUQUIO;109;106;212;22000
828;120119;JUNIN;HUANCAYO;HUANCAN;197;196;348;38400
829;120120;JUNIN;HUANCAYO;HUASICANCHA;69;68;174;13800
830;120122;JUNIN;HUANCAYO;INGENIO;59;54;122;10700
831;120124;JUNIN;HUANCAYO;PARIAHUANCA;629;626;1334;125299.68
832;120125;JUNIN;HUANCAYO;PILCOMAYO;59;56;114;11200
833;120126;JUNIN;HUANCAYO;PUCARA;336;329;655;69400
834;120127;JUNIN;HUANCAYO;QUICHUAY;56;56;115;11000
835;120128;JUNIN;HUANCAYO;QUILCAS;114;116;234;22900
836;120132;JUNIN;HUANCAYO;SA헲;82;81;141;16100
837;120133;JUNIN;HUANCAYO;SAPALLANGA;307;271;587;53200
838;120134;JUNIN;HUANCAYO;SICAYA;252;252;497;49400
839;120135;JUNIN;HUANCAYO;SANTO DOMINGO DE ACOBAMBA;683;677;1582;137599.48
840;120201;JUNIN;CONCEPCION;CONCEPCION;181;178;350;34200
841;120202;JUNIN;CONCEPCION;ACO;132;135;233;27200
842;120203;JUNIN;CONCEPCION;ANDAMARCA;494;487;1148;98700
843;120204;JUNIN;CONCEPCION;CHAMBARA;247;241;515;48200
844;120205;JUNIN;CONCEPCION;COCHAS;148;145;294;30100
845;120206;JUNIN;CONCEPCION;COMAS;514;500;1056;99800
846;120207;JUNIN;CONCEPCION;HEROINAS TOLEDO;77;74;140;14700
847;120209;JUNIN;CONCEPCION;MARISCAL CASTILLA;145;140;302;27700
848;120211;JUNIN;CONCEPCION;MITO;34;35;60;6900
849;120213;JUNIN;CONCEPCION;ORCOTUNA;105;103;196;20200
850;120214;JUNIN;CONCEPCION;SAN JOSE DE QUERO;201;199;424;42800
851;120215;JUNIN;CONCEPCION;SANTA ROSA DE OCOPA;50;52;81;10200
852;120301;JUNIN;CHANCHAMAYO;CHANCHAMAYO;60;54;109;14200
853;120302;JUNIN;CHANCHAMAYO;PERENE;701;671;1458;149800
854;120303;JUNIN;CHANCHAMAYO;PICHANAQUI;565;542;1215;136400
855;120304;JUNIN;CHANCHAMAYO;SAN LUIS DE SHUARO;21;19;30;4700
856;120401;JUNIN;JAUJA;JAUJA;160;154;325;30400
857;120402;JUNIN;JAUJA;ACOLLA;185;191;331;38000
858;120405;JUNIN;JAUJA;CANCHAYLLO;12;12;25;2300
859;120406;JUNIN;JAUJA;CURICACA;26;27;49;5400
860;120407;JUNIN;JAUJA;EL MANTARO;86;83;167;16500
861;120411;JUNIN;JAUJA;JANJAILLO;41;42;82;8400
862;120412;JUNIN;JAUJA;JULCAN;64;69;117;14200
863;120413;JUNIN;JAUJA;LEONOR ORDO헨Z;61;63;103;12600
864;120415;JUNIN;JAUJA;MARCO;144;140;266;29000
865;120416;JUNIN;JAUJA;MASMA;176;177;339;35700
866;120417;JUNIN;JAUJA;MASMA CHICCHE;66;62;141;12800
867;120418;JUNIN;JAUJA;MOLINOS;129;129;251;25799.96
868;120421;JUNIN;JAUJA;MUQUIYAUYO;88;86;169;17100
869;120422;JUNIN;JAUJA;PACA;66;66;123;13800
870;120423;JUNIN;JAUJA;PACCHA;98;108;169;21500
871;120424;JUNIN;JAUJA;PANCAN;62;66;97;13200
872;120425;JUNIN;JAUJA;PARCO;28;31;63;6100
873;120426;JUNIN;JAUJA;POMACANCHA;111;111;225;23800
874;120427;JUNIN;JAUJA;RICRAN;101;100;215;19999.96
875;120428;JUNIN;JAUJA;SAN LORENZO;82;80;167;15600
876;120431;JUNIN;JAUJA;SINCOS;308;311;588;64200
877;120432;JUNIN;JAUJA;TUNAN MARCA;73;73;132;14600
878;120502;JUNIN;JUNIN;CARHUAMAYO;271;247;569;52500
879;120504;JUNIN;JUNIN;ULCUMAYO;331;334;662;67200
880;120601;JUNIN;SATIPO;SATIPO;375;357;975;77700
881;120602;JUNIN;SATIPO;COVIRIALI;24;22;56;4500
882;120603;JUNIN;SATIPO;LLAYLLA;382;378;742;75800
883;120604;JUNIN;SATIPO;MAZAMARI;1660;1614;3885;321000
884;120605;JUNIN;SATIPO;PAMPA HERMOSA;227;220;455;43400
885;120606;JUNIN;SATIPO;PANGOA;2637;2550;6899;520500
886;120607;JUNIN;SATIPO;RIO NEGRO;1107;1082;2232;217600
887;120608;JUNIN;SATIPO;RIO TAMBO;3228;3084;8204;634699.6
888;120609;JUNIN;SATIPO;VIZCATAN DEL ENE;53;52;112;10500
889;120703;JUNIN;TARMA;HUARICOLCA;149;154;303;31400
890;120704;JUNIN;TARMA;HUASAHUASI;609;591;1093;133000
891;120706;JUNIN;TARMA;PALCA;249;243;432;53200
892;120707;JUNIN;TARMA;PALCAMAYO;206;184;357;37400
893;120708;JUNIN;TARMA;SAN PEDRO DE CAJAS;191;173;352;35900
894;120709;JUNIN;TARMA;TAPO;313;321;575;64600
895;120803;JUNIN;YAULI;HUAY헫UAY;19;22;33;4400
896;120804;JUNIN;YAULI;MARCAPOMACOCHA;9;8;28;1600
897;120805;JUNIN;YAULI;MOROCOCHA;21;18;46;3400
898;120809;JUNIN;YAULI;SUITUCANCHA;15;14;39;2200
899;120901;JUNIN;CHUPACA;CHUPACA;171;163;329;31300
900;120902;JUNIN;CHUPACA;AHUAC;148;139;270;27300
901;120903;JUNIN;CHUPACA;CHONGOS BAJO;128;124;252;24400
902;120905;JUNIN;CHUPACA;HUAMANCACA CHICO;104;98;185;19200
903;120906;JUNIN;CHUPACA;SAN JUAN DE YSCOS;53;53;95;10300
904;120907;JUNIN;CHUPACA;SAN JUAN DE JARPA;199;206;363;42200
905;120908;JUNIN;CHUPACA;TRES DE DICIEMBRE;134;121;255;23900
906;120909;JUNIN;CHUPACA;YANACANCHA;190;192;387;39700
907;130102;LA LIBERTAD;TRUJILLO;EL PORVENIR;2858;2746;5596;535800
908;130108;LA LIBERTAD;TRUJILLO;POROTO;253;247;455;57800
909;130109;LA LIBERTAD;TRUJILLO;SALAVERRY;601;578;1195;119800
910;130110;LA LIBERTAD;TRUJILLO;SIMBAL;376;346;646;75600
911;130205;LA LIBERTAD;ASCOPE;PAIJAN;579;574;1156;111200
912;130206;LA LIBERTAD;ASCOPE;RAZURI;167;160;313;31400
913;130301;LA LIBERTAD;BOLIVAR;BOLIVAR;445;433;1011;91100
914;130302;LA LIBERTAD;BOLIVAR;BAMBAMARCA;559;531;1259;108300
915;130303;LA LIBERTAD;BOLIVAR;CONDORMARCA;247;247;558;51200
916;130304;LA LIBERTAD;BOLIVAR;LONGOTEA;156;149;332;29700
917;130305;LA LIBERTAD;BOLIVAR;UCHUMARCA;282;287;599;59000
918;130306;LA LIBERTAD;BOLIVAR;UCUNCHA;106;106;218;21300
919;130401;LA LIBERTAD;CHEPEN;CHEPEN;984;976;1688;190900
920;130402;LA LIBERTAD;CHEPEN;PACANGA;1332;1238;2381;280700
921;130403;LA LIBERTAD;CHEPEN;PUEBLO NUEVO;470;447;850;88400
922;130501;LA LIBERTAD;JULCAN;JULCAN;1457;1448;2778;291799.91
923;130502;LA LIBERTAD;JULCAN;CALAMARCA;750;756;1579;153000
924;130503;LA LIBERTAD;JULCAN;CARABAMBA;738;730;1562;146300
925;130504;LA LIBERTAD;JULCAN;HUASO;733;735;1630;148500
926;130601;LA LIBERTAD;OTUZCO;OTUZCO;2439;2373;4441;482700
927;130602;LA LIBERTAD;OTUZCO;AGALLPAMPA;1173;1153;2172;234399.98
928;130604;LA LIBERTAD;OTUZCO;CHARAT;251;250;473;52400
929;130605;LA LIBERTAD;OTUZCO;HUARANCHAL;280;263;586;52700
930;130606;LA LIBERTAD;OTUZCO;LA CUESTA;83;82;163;16200
931;130608;LA LIBERTAD;OTUZCO;MACHE;301;297;549;61100
932;130610;LA LIBERTAD;OTUZCO;PARANDAY;58;58;117;12100
933;130611;LA LIBERTAD;OTUZCO;SALPO;531;528;983;109100
934;130613;LA LIBERTAD;OTUZCO;SINSICAP;1022;1020;2024;210000
935;130614;LA LIBERTAD;OTUZCO;USQUIL;2251;2234;4441;464599.9
936;130702;LA LIBERTAD;PACASMAYO;GUADALUPE;840;783;1559;152900
937;130705;LA LIBERTAD;PACASMAYO;SAN JOSE;1029;972;1792;213900
938;130801;LA LIBERTAD;PATAZ;TAYABAMBA;1400;1378;3018;283799.94
939;130802;LA LIBERTAD;PATAZ;BULDIBUYO;406;411;842;83500
940;130803;LA LIBERTAD;PATAZ;CHILLIA;1912;1908;4666;399800
941;130804;LA LIBERTAD;PATAZ;HUANCASPATA;742;753;1688;152099.45
942;130805;LA LIBERTAD;PATAZ;HUAYLILLAS;117;108;234;22500
943;130806;LA LIBERTAD;PATAZ;HUAYO;499;496;1095;100499.76
944;130807;LA LIBERTAD;PATAZ;ONGON;178;181;381;36799.9
945;130808;LA LIBERTAD;PATAZ;PARCOY;725;689;1596;140699.99
946;130809;LA LIBERTAD;PATAZ;PATAZ;281;256;672;55800
947;130810;LA LIBERTAD;PATAZ;PIAS;91;94;211;18900
948;130811;LA LIBERTAD;PATAZ;SANTIAGO DE CHALLAS;277;290;584;59400
949;130812;LA LIBERTAD;PATAZ;TAURIJA;384;379;867;81600
950;130813;LA LIBERTAD;PATAZ;URPAY;268;271;605;54500
951;130901;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;3838;3765;7967;746599.14
952;130902;LA LIBERTAD;SANCHEZ CARRION;CHUGAY;2443;2399;5287;506400
953;130903;LA LIBERTAD;SANCHEZ CARRION;COCHORCO;1018;1001;2376;207100
954;130904;LA LIBERTAD;SANCHEZ CARRION;CURGOS;1124;1123;2404;226799.99
955;130905;LA LIBERTAD;SANCHEZ CARRION;MARCABAL;1848;1853;3842;374099.34
956;130906;LA LIBERTAD;SANCHEZ CARRION;SANAGORAN;1645;1575;3713;316200
957;130907;LA LIBERTAD;SANCHEZ CARRION;SARIN;1201;1199;2822;242299.84
958;130908;LA LIBERTAD;SANCHEZ CARRION;SARTIMBAMBA;1475;1401;3400;289000
959;131001;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;2170;2184;4552;447199.23
960;131002;LA LIBERTAD;SANTIAGO DE CHUCO;ANGASMARCA;453;454;926;93100
961;131003;LA LIBERTAD;SANTIAGO DE CHUCO;CACHICADAN;442;446;857;89200
962;131004;LA LIBERTAD;SANTIAGO DE CHUCO;MOLLEBAMBA;228;230;454;46700
963;131005;LA LIBERTAD;SANTIAGO DE CHUCO;MOLLEPATA;255;257;530;52400
964;131006;LA LIBERTAD;SANTIAGO DE CHUCO;QUIRUVILCA;863;833;1845;168200
965;131007;LA LIBERTAD;SANTIAGO DE CHUCO;SANTA CRUZ DE CHUCA;334;337;710;71200
966;131008;LA LIBERTAD;SANTIAGO DE CHUCO;SITABAMBA;391;395;930;79599.98
967;131101;LA LIBERTAD;GRAN CHIMU;CASCAS;1097;1067;1920;223700
968;131102;LA LIBERTAD;GRAN CHIMU;LUCMA;598;601;1242;120900
969;131103;LA LIBERTAD;GRAN CHIMU;MARMOT;219;214;392;42600
970;131104;LA LIBERTAD;GRAN CHIMU;SAYAPULLO;652;634;1345;129300
971;131201;LA LIBERTAD;VIRU;VIRU;907;869;1902;170900
972;131202;LA LIBERTAD;VIRU;CHAO;1520;1310;2928;295100
973;131203;LA LIBERTAD;VIRU;GUADALUPITO;521;500;981;98100
974;140202;LAMBAYEQUE;FERRE헤FE;CA헤RIS;1514;1473;4021;319508.86
975;140203;LAMBAYEQUE;FERRE헤FE;INCAHUASI;1861;1790;4895;408600
976;140302;LAMBAYEQUE;LAMBAYEQUE;CHOCHOPE;193;196;384;44500
977;140306;LAMBAYEQUE;LAMBAYEQUE;MORROPE;3726;3472;9193;895200
978;140310;LAMBAYEQUE;LAMBAYEQUE;SALAS;1642;1618;3393;358300
979;150301;LIMA;CAJATAMBO;CAJATAMBO;187;180;399;43199.86
980;150302;LIMA;CAJATAMBO;COPA;106;99;223;25200
981;150303;LIMA;CAJATAMBO;GORGOR;114;107;236;24891.58
982;150304;LIMA;CAJATAMBO;HUANCAPON;102;102;203;21200
983;150305;LIMA;CAJATAMBO;MANAS;50;49;97;12000
984;150706;LIMA;HUAROCHIRI;CUENCA;30;29;65;6500
985;150711;LIMA;HUAROCHIRI;LANGA;87;81;172;18600
986;150715;LIMA;HUAROCHIRI;SAN ANDRES DE TUPICOCHA;125;106;274;22400
987;150718;LIMA;HUAROCHIRI;SAN DAMIAN;129;126;278;26100
988;150726;LIMA;HUAROCHIRI;SANGALLAYA;48;39;101;12500
989;150730;LIMA;HUAROCHIRI;SANTIAGO DE TUNA;34;31;61;6000
990;150802;LIMA;HUAURA;AMBAR;317;307;567;72200
